Start_Station,End_Station,Distance_km,Fare_INR
Madavara,Majestic (Nadaprabhu Kempegowda),19.2,50
Madavara,Sir M. Visvesvaraya,20.4,60
Madavara,Vidhana Soudha,21.6,60
Madavara,Cubbon Park,22.8,60
Madavara,Mahatma Gandhi Road,24.0,60
Madavara,Trinity,25.2,90
Madavara,Halasuru,26.4,90
Madavara,Indiranagar,27.6,90
Madavara,Swami Vivekananda Road,28.8,90
Madavara,Baiyyappanahalli,30.0,90
Madavara,Bennigana Halli,31.2,90
Madavara,Krishnarajapura,32.4,90
Madavara,Singayyanapalya,33.6,90
Madavara,Garudacharpalya,34.8,90
Madavara,Hoodi,36.0,90
Madavara,Seetharamapalya,37.2,90
Madavara,Kundalahalli,38.4,90
Madavara,Nallurhalli,39.6,90
Madavara,Sri Sathya Sai Hospital,40.8,90
Madavara,Pattandur Agrahara,42.0,90
Madavara,Kadugodi Tree Park,43.2,90
Madavara,Channasandra,44.4,90
Madavara,Whitefield (Kadugodi),45.6,90
Madavara,Madavara,0.0,10
Madavara,Chikkabidarakallu,1.2,10
Madavara,Manjunath Nagar,2.4,20
Madavara,Nagasandra,3.6,20
Madavara,Dasarahalli,4.8,20
Madavara,Jalahalli,6.0,30
Madavara,Peenya Industry,7.2,30
Madavara,Peenya,8.4,30
Madavara,Goraguntepalya,9.6,30
Madavara,Yeshwanthpur,10.8,40
Madavara,Sandal Soap Factory,12.0,40
Madavara,Mahalakshmi,13.2,40
Madavara,Rajajinagar,14.4,40
Madavara,Kuvempu Road,15.6,50
Madavara,Srirampura,16.8,50
Madavara,Mantri Square Sampige Road,18.0,50
Madavara,Chickpete,20.4,60
Madavara,Krishna Rajendra Market,21.6,60
Madavara,National College,22.8,60
Madavara,Lalbagh,24.0,60
Madavara,South End Circle,25.2,90
Madavara,Jayanagar,26.4,90
Madavara,Rashtriya Vidyalaya Road,27.6,90
Madavara,Banashankari,28.8,90
Madavara,Jayaprakash Nagar,30.0,90
Madavara,Yelachenahalli,31.2,90
Madavara,Konanakunte Cross,32.4,90
Madavara,Doddakallasandra,33.6,90
Madavara,Vajarahalli,34.8,90
Madavara,Thalaghattapura,36.0,90
Madavara,Silk Institute,37.2,90
Madavara,Ragigudda,28.8,90
Madavara,Jayadeva Hospital,30.0,90
Madavara,BTM Layout,31.2,90
Madavara,Central Silk Board,32.4,90
Madavara,Bommanahalli,33.6,90
Madavara,Hongasandra,34.8,90
Madavara,Kudlu Gate,36.0,90
Madavara,Singasandra,37.2,90
Madavara,Hosa Road,38.4,90
Madavara,Beratena Agrahara,39.6,90
Madavara,Electronic City,40.8,90
Madavara,Infosys Foundation Konappana Agrahara,42.0,90
Madavara,Huskur Road,43.2,90
Madavara,Biocon Hebbagodi,44.4,90
Madavara,Delta Electronics Bommasandra,45.6,90
Madavara,Bommasandra,46.8,90
Chikkabidarakallu,Challaghatta,38.4,90
Chikkabidarakallu,Kengeri Bus Terminal,37.2,90
Chikkabidarakallu,Kengeri,36.0,90
Chikkabidarakallu,Pattanagere,34.8,90
Chikkabidarakallu,Jnanabharathi,33.6,90
Chikkabidarakallu,Rajarajeshwari Nagar,32.4,90
Chikkabidarakallu,RR Nagar,31.2,90
Chikkabidarakallu,Nayandahalli,30.0,90
Chikkabidarakallu,Pantharapalya – Nayandahalli,28.8,90
Chikkabidarakallu,Mysuru Road,27.6,90
Chikkabidarakallu,Deepanjali Nagar,26.4,90
Chikkabidarakallu,Attiguppe,25.2,90
Chikkabidarakallu,Vijayanagar,24.0,60
Chikkabidarakallu,Hosahalli,22.8,60
Chikkabidarakallu,"Sri Balagangadharanatha Swamiji Station, Hosahalli",21.6,60
Chikkabidarakallu,Magadi Road,20.4,60
Chikkabidarakallu,Krantiveera Sangolli Rayanna Railway Station,19.2,50
Chikkabidarakallu,Majestic (Nadaprabhu Kempegowda),18.0,50
Chikkabidarakallu,Sir M. Visvesvaraya,19.2,50
Chikkabidarakallu,Vidhana Soudha,20.4,60
Chikkabidarakallu,Cubbon Park,21.6,60
Chikkabidarakallu,Mahatma Gandhi Road,22.8,60
Chikkabidarakallu,Trinity,24.0,60
Chikkabidarakallu,Halasuru,25.2,90
Chikkabidarakallu,Indiranagar,26.4,90
Chikkabidarakallu,Swami Vivekananda Road,27.6,90
Chikkabidarakallu,Baiyyappanahalli,28.8,90
Chikkabidarakallu,Bennigana Halli,30.0,90
Chikkabidarakallu,Krishnarajapura,31.2,90
Chikkabidarakallu,Singayyanapalya,32.4,90
Chikkabidarakallu,Garudacharpalya,33.6,90
Chikkabidarakallu,Hoodi,34.8,90
Chikkabidarakallu,Seetharamapalya,36.0,90
Chikkabidarakallu,Kundalahalli,37.2,90
Chikkabidarakallu,Nallurhalli,38.4,90
Chikkabidarakallu,Sri Sathya Sai Hospital,39.6,90
Chikkabidarakallu,Pattandur Agrahara,40.8,90
Chikkabidarakallu,Kadugodi Tree Park,42.0,90
Chikkabidarakallu,Channasandra,43.2,90
Chikkabidarakallu,Whitefield (Kadugodi),44.4,90
Chikkabidarakallu,Madavara,1.2,10
Chikkabidarakallu,Chikkabidarakallu,0.0,10
Chikkabidarakallu,Manjunath Nagar,1.2,10
Chikkabidarakallu,Nagasandra,2.4,20
Chikkabidarakallu,Dasarahalli,3.6,20
Chikkabidarakallu,Jalahalli,4.8,20
Chikkabidarakallu,Peenya Industry,6.0,30
Chikkabidarakallu,Peenya,7.2,30
Chikkabidarakallu,Goraguntepalya,8.4,30
Chikkabidarakallu,Yeshwanthpur,9.6,30
Chikkabidarakallu,Sandal Soap Factory,10.8,40
Chikkabidarakallu,Mahalakshmi,12.0,40
Chikkabidarakallu,Rajajinagar,13.2,40
Chikkabidarakallu,Kuvempu Road,14.4,40
Chikkabidarakallu,Srirampura,15.6,50
Chikkabidarakallu,Mantri Square Sampige Road,16.8,50
Chikkabidarakallu,Chickpete,19.2,50
Chikkabidarakallu,Krishna Rajendra Market,20.4,60
Chikkabidarakallu,National College,21.6,60
Chikkabidarakallu,Lalbagh,22.8,60
Chikkabidarakallu,South End Circle,24.0,60
Chikkabidarakallu,Jayanagar,25.2,90
Chikkabidarakallu,Rashtriya Vidyalaya Road,26.4,90
Chikkabidarakallu,Banashankari,27.6,90
Chikkabidarakallu,Jayaprakash Nagar,28.8,90
Chikkabidarakallu,Yelachenahalli,30.0,90
Chikkabidarakallu,Konanakunte Cross,31.2,90
Chikkabidarakallu,Doddakallasandra,32.4,90
Chikkabidarakallu,Vajarahalli,33.6,90
Chikkabidarakallu,Thalaghattapura,34.8,90
Chikkabidarakallu,Silk Institute,36.0,90
Chikkabidarakallu,Ragigudda,27.6,90
Chikkabidarakallu,Jayadeva Hospital,28.8,90
Chikkabidarakallu,BTM Layout,30.0,90
Chikkabidarakallu,Central Silk Board,31.2,90
Chikkabidarakallu,Bommanahalli,32.4,90
Chikkabidarakallu,Hongasandra,33.6,90
Chikkabidarakallu,Kudlu Gate,34.8,90
Chikkabidarakallu,Singasandra,36.0,90
Chikkabidarakallu,Hosa Road,37.2,90
Chikkabidarakallu,Beratena Agrahara,38.4,90
Chikkabidarakallu,Electronic City,39.6,90
Chikkabidarakallu,Infosys Foundation Konappana Agrahara,40.8,90
Chikkabidarakallu,Huskur Road,42.0,90
Chikkabidarakallu,Biocon Hebbagodi,43.2,90
Chikkabidarakallu,Delta Electronics Bommasandra,44.4,90
Chikkabidarakallu,Bommasandra,45.6,90
Manjunath Nagar,Challaghatta,37.2,90
Manjunath Nagar,Kengeri Bus Terminal,36.0,90
Manjunath Nagar,Kengeri,34.8,90
Manjunath Nagar,Pattanagere,33.6,90
Manjunath Nagar,Jnanabharathi,32.4,90
Manjunath Nagar,Rajarajeshwari Nagar,31.2,90
Manjunath Nagar,RR Nagar,30.0,90
Manjunath Nagar,Nayandahalli,28.8,90
Manjunath Nagar,Pantharapalya – Nayandahalli,27.6,90
Manjunath Nagar,Mysuru Road,26.4,90
Manjunath Nagar,Deepanjali Nagar,25.2,90
Manjunath Nagar,Attiguppe,24.0,60
Manjunath Nagar,Vijayanagar,22.8,60
Manjunath Nagar,Hosahalli,21.6,60
Manjunath Nagar,"Sri Balagangadharanatha Swamiji Station, Hosahalli",20.4,60
Manjunath Nagar,Magadi Road,19.2,50
Manjunath Nagar,Krantiveera Sangolli Rayanna Railway Station,18.0,50
Manjunath Nagar,Majestic (Nadaprabhu Kempegowda),16.8,50
Manjunath Nagar,Sir M. Visvesvaraya,18.0,50
Manjunath Nagar,Vidhana Soudha,19.2,50
Manjunath Nagar,Cubbon Park,20.4,60
Manjunath Nagar,Mahatma Gandhi Road,21.6,60
Manjunath Nagar,Trinity,22.8,60
Manjunath Nagar,Halasuru,24.0,60
Manjunath Nagar,Indiranagar,25.2,90
Manjunath Nagar,Swami Vivekananda Road,26.4,90
Manjunath Nagar,Baiyyappanahalli,27.6,90
Manjunath Nagar,Bennigana Halli,28.8,90
Manjunath Nagar,Krishnarajapura,30.0,90
Manjunath Nagar,Singayyanapalya,31.2,90
Manjunath Nagar,Garudacharpalya,32.4,90
Manjunath Nagar,Hoodi,33.6,90
Manjunath Nagar,Seetharamapalya,34.8,90
Manjunath Nagar,Kundalahalli,36.0,90
Manjunath Nagar,Nallurhalli,37.2,90
Manjunath Nagar,Sri Sathya Sai Hospital,38.4,90
Manjunath Nagar,Pattandur Agrahara,39.6,90
Manjunath Nagar,Kadugodi Tree Park,40.8,90
Manjunath Nagar,Channasandra,42.0,90
Manjunath Nagar,Whitefield (Kadugodi),43.2,90
Manjunath Nagar,Madavara,2.4,20
Manjunath Nagar,Chikkabidarakallu,1.2,10
Manjunath Nagar,Manjunath Nagar,0.0,10
Manjunath Nagar,Nagasandra,1.2,10
Manjunath Nagar,Dasarahalli,2.4,20
Manjunath Nagar,Jalahalli,3.6,20
Manjunath Nagar,Peenya Industry,4.8,20
Manjunath Nagar,Peenya,6.0,30
Manjunath Nagar,Goraguntepalya,7.2,30
Manjunath Nagar,Yeshwanthpur,8.4,30
Manjunath Nagar,Sandal Soap Factory,9.6,30
Manjunath Nagar,Mahalakshmi,10.8,40
Manjunath Nagar,Rajajinagar,12.0,40
Manjunath Nagar,Kuvempu Road,13.2,40
Manjunath Nagar,Srirampura,14.4,40
Manjunath Nagar,Mantri Square Sampige Road,15.6,50
Manjunath Nagar,Chickpete,18.0,50
Manjunath Nagar,Krishna Rajendra Market,19.2,50
Manjunath Nagar,National College,20.4,60
Manjunath Nagar,Lalbagh,21.6,60
Manjunath Nagar,South End Circle,22.8,60
Manjunath Nagar,Jayanagar,24.0,60
Manjunath Nagar,Rashtriya Vidyalaya Road,25.2,90
Manjunath Nagar,Banashankari,26.4,90
Manjunath Nagar,Jayaprakash Nagar,27.6,90
Manjunath Nagar,Yelachenahalli,28.8,90
Manjunath Nagar,Konanakunte Cross,30.0,90
Manjunath Nagar,Doddakallasandra,31.2,90
Manjunath Nagar,Vajarahalli,32.4,90
Manjunath Nagar,Thalaghattapura,33.6,90
Manjunath Nagar,Silk Institute,34.8,90
Manjunath Nagar,Ragigudda,26.4,90
Manjunath Nagar,Jayadeva Hospital,27.6,90
Manjunath Nagar,BTM Layout,28.8,90
Manjunath Nagar,Central Silk Board,30.0,90
Manjunath Nagar,Bommanahalli,31.2,90
Manjunath Nagar,Hongasandra,32.4,90
Manjunath Nagar,Kudlu Gate,33.6,90
Manjunath Nagar,Singasandra,34.8,90
Manjunath Nagar,Hosa Road,36.0,90
Manjunath Nagar,Beratena Agrahara,37.2,90
Manjunath Nagar,Electronic City,38.4,90
Manjunath Nagar,Infosys Foundation Konappana Agrahara,39.6,90
Manjunath Nagar,Huskur Road,40.8,90
Manjunath Nagar,Biocon Hebbagodi,42.0,90
Manjunath Nagar,Delta Electronics Bommasandra,43.2,90
Manjunath Nagar,Bommasandra,44.4,90
Nagasandra,Challaghatta,36.0,90
Nagasandra,Kengeri Bus Terminal,34.8,90
Nagasandra,Kengeri,33.6,90
Nagasandra,Pattanagere,32.4,90
Nagasandra,Jnanabharathi,31.2,90
Nagasandra,Rajarajeshwari Nagar,30.0,90
Nagasandra,RR Nagar,28.8,90
Nagasandra,Nayandahalli,27.6,90
Nagasandra,Pantharapalya – Nayandahalli,26.4,90
Nagasandra,Mysuru Road,25.2,90
Nagasandra,Deepanjali Nagar,24.0,60
Nagasandra,Attiguppe,22.8,60
Nagasandra,Vijayanagar,21.6,60
Nagasandra,Hosahalli,20.4,60
Nagasandra,"Sri Balagangadharanatha Swamiji Station, Hosahalli",19.2,50
Nagasandra,Magadi Road,18.0,50
Nagasandra,Krantiveera Sangolli Rayanna Railway Station,16.8,50
Nagasandra,Majestic (Nadaprabhu Kempegowda),15.6,50
Nagasandra,Sir M. Visvesvaraya,16.8,50
Nagasandra,Vidhana Soudha,18.0,50
Nagasandra,Cubbon Park,19.2,50
Nagasandra,Mahatma Gandhi Road,20.4,60
Nagasandra,Trinity,21.6,60
Nagasandra,Halasuru,22.8,60
Nagasandra,Indiranagar,24.0,60
Nagasandra,Swami Vivekananda Road,25.2,90
Nagasandra,Baiyyappanahalli,26.4,90
Nagasandra,Bennigana Halli,27.6,90
Nagasandra,Krishnarajapura,28.8,90
Nagasandra,Singayyanapalya,30.0,90
Nagasandra,Garudacharpalya,31.2,90
Nagasandra,Hoodi,32.4,90
Nagasandra,Seetharamapalya,33.6,90
Nagasandra,Kundalahalli,34.8,90
Nagasandra,Nallurhalli,36.0,90
Nagasandra,Sri Sathya Sai Hospital,37.2,90
Nagasandra,Pattandur Agrahara,38.4,90
Nagasandra,Kadugodi Tree Park,39.6,90
Nagasandra,Channasandra,40.8,90
Nagasandra,Whitefield (Kadugodi),42.0,90
Nagasandra,Madavara,3.6,20
Nagasandra,Chikkabidarakallu,2.4,20
Nagasandra,Manjunath Nagar,1.2,10
Nagasandra,Nagasandra,0.0,10
Nagasandra,Dasarahalli,1.2,10
Nagasandra,Jalahalli,2.4,20
Nagasandra,Peenya Industry,3.6,20
Nagasandra,Peenya,4.8,20
Nagasandra,Goraguntepalya,6.0,30
Nagasandra,Yeshwanthpur,7.2,30
Nagasandra,Sandal Soap Factory,8.4,30
Nagasandra,Mahalakshmi,9.6,30
Nagasandra,Rajajinagar,10.8,40
Nagasandra,Kuvempu Road,12.0,40
Nagasandra,Srirampura,13.2,40
Nagasandra,Mantri Square Sampige Road,14.4,40
Nagasandra,Chickpete,16.8,50
Nagasandra,Krishna Rajendra Market,18.0,50
Nagasandra,National College,19.2,50
Nagasandra,Lalbagh,20.4,60
Nagasandra,South End Circle,21.6,60
Nagasandra,Jayanagar,22.8,60
Nagasandra,Rashtriya Vidyalaya Road,24.0,60
Nagasandra,Banashankari,25.2,90
Nagasandra,Jayaprakash Nagar,26.4,90
Nagasandra,Yelachenahalli,27.6,90
Nagasandra,Konanakunte Cross,28.8,90
Nagasandra,Doddakallasandra,30.0,90
Nagasandra,Vajarahalli,31.2,90
Nagasandra,Thalaghattapura,32.4,90
Nagasandra,Silk Institute,33.6,90
Nagasandra,Ragigudda,25.2,90
Nagasandra,Jayadeva Hospital,26.4,90
Nagasandra,BTM Layout,27.6,90
Nagasandra,Central Silk Board,28.8,90
Nagasandra,Bommanahalli,30.0,90
Nagasandra,Hongasandra,31.2,90
Nagasandra,Kudlu Gate,32.4,90
Nagasandra,Singasandra,33.6,90
Nagasandra,Hosa Road,34.8,90
Nagasandra,Beratena Agrahara,36.0,90
Nagasandra,Electronic City,37.2,90
Nagasandra,Infosys Foundation Konappana Agrahara,38.4,90
Nagasandra,Huskur Road,39.6,90
Nagasandra,Biocon Hebbagodi,40.8,90
Nagasandra,Delta Electronics Bommasandra,42.0,90
Nagasandra,Bommasandra,43.2,90
Dasarahalli,Challaghatta,34.8,90
Dasarahalli,Kengeri Bus Terminal,33.6,90
Dasarahalli,Kengeri,32.4,90
Dasarahalli,Pattanagere,31.2,90
Dasarahalli,Jnanabharathi,30.0,90
Dasarahalli,Rajarajeshwari Nagar,28.8,90
Dasarahalli,RR Nagar,27.6,90
Dasarahalli,Nayandahalli,26.4,90
Dasarahalli,Pantharapalya – Nayandahalli,25.2,90
Dasarahalli,Mysuru Road,24.0,60
Dasarahalli,Deepanjali Nagar,22.8,60
Dasarahalli,Attiguppe,21.6,60
Dasarahalli,Vijayanagar,20.4,60
Dasarahalli,Hosahalli,19.2,50
Dasarahalli,"Sri Balagangadharanatha Swamiji Station, Hosahalli",18.0,50
Dasarahalli,Magadi Road,16.8,50
Dasarahalli,Krantiveera Sangolli Rayanna Railway Station,15.6,50
Dasarahalli,Majestic (Nadaprabhu Kempegowda),14.4,40
Dasarahalli,Sir M. Visvesvaraya,15.6,50
Dasarahalli,Vidhana Soudha,16.8,50
Dasarahalli,Cubbon Park,18.0,50
Dasarahalli,Mahatma Gandhi Road,19.2,50
Dasarahalli,Trinity,20.4,60
Dasarahalli,Halasuru,21.6,60
Dasarahalli,Indiranagar,22.8,60
Dasarahalli,Swami Vivekananda Road,24.0,60
Dasarahalli,Baiyyappanahalli,25.2,90
Dasarahalli,Bennigana Halli,26.4,90
Dasarahalli,Krishnarajapura,27.6,90
Dasarahalli,Singayyanapalya,28.8,90
Dasarahalli,Garudacharpalya,30.0,90
Dasarahalli,Hoodi,31.2,90
Dasarahalli,Seetharamapalya,32.4,90
Dasarahalli,Kundalahalli,33.6,90
Dasarahalli,Nallurhalli,34.8,90
Dasarahalli,Sri Sathya Sai Hospital,36.0,90
Dasarahalli,Pattandur Agrahara,37.2,90
Dasarahalli,Kadugodi Tree Park,38.4,90
Dasarahalli,Channasandra,39.6,90
Dasarahalli,Whitefield (Kadugodi),40.8,90
Dasarahalli,Madavara,4.8,20
Dasarahalli,Chikkabidarakallu,3.6,20
Dasarahalli,Manjunath Nagar,2.4,20
Dasarahalli,Nagasandra,1.2,10
Dasarahalli,Dasarahalli,0.0,10
Dasarahalli,Jalahalli,1.2,10
Dasarahalli,Peenya Industry,2.4,20
Dasarahalli,Peenya,3.6,20
Dasarahalli,Goraguntepalya,4.8,20
Dasarahalli,Yeshwanthpur,6.0,30
Dasarahalli,Sandal Soap Factory,7.2,30
Dasarahalli,Mahalakshmi,8.4,30
Dasarahalli,Rajajinagar,9.6,30
Dasarahalli,Kuvempu Road,10.8,40
Dasarahalli,Srirampura,12.0,40
Dasarahalli,Mantri Square Sampige Road,13.2,40
Dasarahalli,Chickpete,15.6,50
Dasarahalli,Krishna Rajendra Market,16.8,50
Dasarahalli,National College,18.0,50
Dasarahalli,Lalbagh,19.2,50
Dasarahalli,South End Circle,20.4,60
Dasarahalli,Jayanagar,21.6,60
Dasarahalli,Rashtriya Vidyalaya Road,22.8,60
Dasarahalli,Banashankari,24.0,60
Dasarahalli,Jayaprakash Nagar,25.2,90
Dasarahalli,Yelachenahalli,26.4,90
Dasarahalli,Konanakunte Cross,27.6,90
Dasarahalli,Doddakallasandra,28.8,90
Dasarahalli,Vajarahalli,30.0,90
Dasarahalli,Thalaghattapura,31.2,90
Dasarahalli,Silk Institute,32.4,90
Dasarahalli,Ragigudda,24.0,60
Dasarahalli,Jayadeva Hospital,25.2,90
Dasarahalli,BTM Layout,26.4,90
Dasarahalli,Central Silk Board,27.6,90
Dasarahalli,Bommanahalli,28.8,90
Dasarahalli,Hongasandra,30.0,90
Dasarahalli,Kudlu Gate,31.2,90
Dasarahalli,Singasandra,32.4,90
Dasarahalli,Hosa Road,33.6,90
Dasarahalli,Beratena Agrahara,34.8,90
Dasarahalli,Electronic City,36.0,90
Dasarahalli,Infosys Foundation Konappana Agrahara,37.2,90
Dasarahalli,Huskur Road,38.4,90
Dasarahalli,Biocon Hebbagodi,39.6,90
Dasarahalli,Delta Electronics Bommasandra,40.8,90
Dasarahalli,Bommasandra,42.0,90
Jalahalli,Challaghatta,33.6,90
Jalahalli,Kengeri Bus Terminal,32.4,90
Jalahalli,Kengeri,31.2,90
Jalahalli,Pattanagere,30.0,90
Jalahalli,Jnanabharathi,28.8,90
Jalahalli,Rajarajeshwari Nagar,27.6,90
Jalahalli,RR Nagar,26.4,90
Jalahalli,Nayandahalli,25.2,90
Jalahalli,Pantharapalya – Nayandahalli,24.0,60
Jalahalli,Mysuru Road,22.8,60
Jalahalli,Deepanjali Nagar,21.6,60
Jalahalli,Attiguppe,20.4,60
Jalahalli,Vijayanagar,19.2,50
Jalahalli,Hosahalli,18.0,50
Jalahalli,"Sri Balagangadharanatha Swamiji Station, Hosahalli",16.8,50
Jalahalli,Magadi Road,15.6,50
Jalahalli,Krantiveera Sangolli Rayanna Railway Station,14.4,40
Jalahalli,Majestic (Nadaprabhu Kempegowda),13.2,40
Jalahalli,Sir M. Visvesvaraya,14.4,40
Jalahalli,Vidhana Soudha,15.6,50
Jalahalli,Cubbon Park,16.8,50
Jalahalli,Mahatma Gandhi Road,18.0,50
Jalahalli,Trinity,19.2,50
Jalahalli,Halasuru,20.4,60
Jalahalli,Indiranagar,21.6,60
Jalahalli,Swami Vivekananda Road,22.8,60
Jalahalli,Baiyyappanahalli,24.0,60
Jalahalli,Bennigana Halli,25.2,90
Jalahalli,Krishnarajapura,26.4,90
Jalahalli,Singayyanapalya,27.6,90
Jalahalli,Garudacharpalya,28.8,90
Jalahalli,Hoodi,30.0,90
Jalahalli,Seetharamapalya,31.2,90
Jalahalli,Kundalahalli,32.4,90
Jalahalli,Nallurhalli,33.6,90
Jalahalli,Sri Sathya Sai Hospital,34.8,90
Jalahalli,Pattandur Agrahara,36.0,90
Jalahalli,Kadugodi Tree Park,37.2,90
Jalahalli,Channasandra,38.4,90
Jalahalli,Whitefield (Kadugodi),39.6,90
Jalahalli,Madavara,6.0,30
Jalahalli,Chikkabidarakallu,4.8,20
Jalahalli,Manjunath Nagar,3.6,20
Jalahalli,Nagasandra,2.4,20
Jalahalli,Dasarahalli,1.2,10
Jalahalli,Jalahalli,0.0,10
Jalahalli,Peenya Industry,1.2,10
Jalahalli,Peenya,2.4,20
Jalahalli,Goraguntepalya,3.6,20
Jalahalli,Yeshwanthpur,4.8,20
Jalahalli,Sandal Soap Factory,6.0,30
Jalahalli,Mahalakshmi,7.2,30
Jalahalli,Rajajinagar,8.4,30
Jalahalli,Kuvempu Road,9.6,30
Jalahalli,Srirampura,10.8,40
Jalahalli,Mantri Square Sampige Road,12.0,40
Jalahalli,Chickpete,14.4,40
Jalahalli,Krishna Rajendra Market,15.6,50
Jalahalli,National College,16.8,50
Jalahalli,Lalbagh,18.0,50
Jalahalli,South End Circle,19.2,50
Jalahalli,Jayanagar,20.4,60
Jalahalli,Rashtriya Vidyalaya Road,21.6,60
Jalahalli,Banashankari,22.8,60
Jalahalli,Jayaprakash Nagar,24.0,60
Jalahalli,Yelachenahalli,25.2,90
Jalahalli,Konanakunte Cross,26.4,90
Jalahalli,Doddakallasandra,27.6,90
Jalahalli,Vajarahalli,28.8,90
Jalahalli,Thalaghattapura,30.0,90
Jalahalli,Silk Institute,31.2,90
Jalahalli,Ragigudda,22.8,60
Jalahalli,Jayadeva Hospital,24.0,60
Jalahalli,BTM Layout,25.2,90
Jalahalli,Central Silk Board,26.4,90
Jalahalli,Bommanahalli,27.6,90
Jalahalli,Hongasandra,28.8,90
Jalahalli,Kudlu Gate,30.0,90
Jalahalli,Singasandra,31.2,90
Jalahalli,Hosa Road,32.4,90
Jalahalli,Beratena Agrahara,33.6,90
Jalahalli,Electronic City,34.8,90
Jalahalli,Infosys Foundation Konappana Agrahara,36.0,90
Jalahalli,Huskur Road,37.2,90
Jalahalli,Biocon Hebbagodi,38.4,90
Jalahalli,Delta Electronics Bommasandra,39.6,90
Jalahalli,Bommasandra,40.8,90
Peenya Industry,Challaghatta,32.4,90
Peenya Industry,Kengeri Bus Terminal,31.2,90
Peenya Industry,Kengeri,30.0,90
Peenya Industry,Pattanagere,28.8,90
Peenya Industry,Jnanabharathi,27.6,90
Peenya Industry,Rajarajeshwari Nagar,26.4,90
Peenya Industry,RR Nagar,25.2,90
Peenya Industry,Nayandahalli,24.0,60
Peenya Industry,Pantharapalya – Nayandahalli,22.8,60
Peenya Industry,Mysuru Road,21.6,60
Peenya Industry,Deepanjali Nagar,20.4,60
Peenya Industry,Attiguppe,19.2,50
Peenya Industry,Vijayanagar,18.0,50
Peenya Industry,Hosahalli,16.8,50
Peenya Industry,"Sri Balagangadharanatha Swamiji Station, Hosahalli",15.6,50
Peenya Industry,Magadi Road,14.4,40
Peenya Industry,Krantiveera Sangolli Rayanna Railway Station,13.2,40
Peenya Industry,Majestic (Nadaprabhu Kempegowda),12.0,40
Peenya Industry,Sir M. Visvesvaraya,13.2,40
Peenya Industry,Vidhana Soudha,14.4,40
Peenya Industry,Cubbon Park,15.6,50
Peenya Industry,Mahatma Gandhi Road,16.8,50
Peenya Industry,Trinity,18.0,50
Peenya Industry,Halasuru,19.2,50
Peenya Industry,Indiranagar,20.4,60
Peenya Industry,Swami Vivekananda Road,21.6,60
Peenya Industry,Baiyyappanahalli,22.8,60
Peenya Industry,Bennigana Halli,24.0,60
Peenya Industry,Krishnarajapura,25.2,90
Peenya Industry,Singayyanapalya,26.4,90
Peenya Industry,Garudacharpalya,27.6,90
Peenya Industry,Hoodi,28.8,90
Peenya Industry,Seetharamapalya,30.0,90
Peenya Industry,Kundalahalli,31.2,90
Peenya Industry,Nallurhalli,32.4,90
Peenya Industry,Sri Sathya Sai Hospital,33.6,90
Peenya Industry,Pattandur Agrahara,34.8,90
Peenya Industry,Kadugodi Tree Park,36.0,90
Peenya Industry,Channasandra,37.2,90
Peenya Industry,Whitefield (Kadugodi),38.4,90
Peenya Industry,Madavara,7.2,30
Peenya Industry,Chikkabidarakallu,6.0,30
Peenya Industry,Manjunath Nagar,4.8,20
Peenya Industry,Nagasandra,3.6,20
Peenya Industry,Dasarahalli,2.4,20
Peenya Industry,Jalahalli,1.2,10
Peenya Industry,Peenya Industry,0.0,10
Peenya Industry,Peenya,1.2,10
Peenya Industry,Goraguntepalya,2.4,20
Peenya Industry,Yeshwanthpur,3.6,20
Peenya Industry,Sandal Soap Factory,4.8,20
Peenya Industry,Mahalakshmi,6.0,30
Peenya Industry,Rajajinagar,7.2,30
Peenya Industry,Kuvempu Road,8.4,30
Peenya Industry,Srirampura,9.6,30
Peenya Industry,Mantri Square Sampige Road,10.8,40
Peenya Industry,Chickpete,13.2,40
Peenya Industry,Krishna Rajendra Market,14.4,40
Peenya Industry,National College,15.6,50
Peenya Industry,Lalbagh,16.8,50
Peenya Industry,South End Circle,18.0,50
Peenya Industry,Jayanagar,19.2,50
Peenya Industry,Rashtriya Vidyalaya Road,20.4,60
Peenya Industry,Banashankari,21.6,60
Peenya Industry,Jayaprakash Nagar,22.8,60
Peenya Industry,Yelachenahalli,24.0,60
Peenya Industry,Konanakunte Cross,25.2,90
Peenya Industry,Doddakallasandra,26.4,90
Peenya Industry,Vajarahalli,27.6,90
Peenya Industry,Thalaghattapura,28.8,90
Peenya Industry,Silk Institute,30.0,90
Peenya Industry,Ragigudda,21.6,60
Peenya Industry,Jayadeva Hospital,22.8,60
Peenya Industry,BTM Layout,24.0,60
Peenya Industry,Central Silk Board,25.2,90
Peenya Industry,Bommanahalli,26.4,90
Peenya Industry,Hongasandra,27.6,90
Peenya Industry,Kudlu Gate,28.8,90
Peenya Industry,Singasandra,30.0,90
Peenya Industry,Hosa Road,31.2,90
Peenya Industry,Beratena Agrahara,32.4,90
Peenya Industry,Electronic City,33.6,90
Peenya Industry,Infosys Foundation Konappana Agrahara,34.8,90
Peenya Industry,Huskur Road,36.0,90
Peenya Industry,Biocon Hebbagodi,37.2,90
Peenya Industry,Delta Electronics Bommasandra,38.4,90
Peenya Industry,Bommasandra,39.6,90
Peenya,Challaghatta,31.2,90
Peenya,Kengeri Bus Terminal,30.0,90
Peenya,Kengeri,28.8,90
